id_funcionario,data_avaliacao,nota,comentario
2100,2025-05-08,3,Regular
2100,2025-07-01,4,Regular
2100,2025-04-10,2,Regular
2100,2025-04-13,2,Regular
2100,2025-06-14,1,Excelente
2101,2022-01-29,2,Excelente
2101,2023-12-26,1,Bom desempenho
2101,2025-10-21,4,Excelente
2102,2025-05-10,4,Bom desempenho
2102,2025-09-28,2,Precisa melhorar
2103,2025-10-24,1,Bom desempenho
2103,2024-11-22,5,Excelente
2104,2023-11-28,1,Bom desempenho
2104,2025-08-15,1,Precisa melhorar
2104,2025-02-16,1,Bom desempenho
2105,2024-12-15,3,Precisa melhorar
2105,2022-09-11,5,Excelente
2105,2024-10-10,4,Regular
2105,2022-06-18,1,Excelente
2105,2025-04-28,4,Bom desempenho
2106,2024-08-19,5,Excelente
2106,2025-02-08,2,Regular
2106,2024-01-03,5,Regular
2106,2024-09-01,5,Precisa melhorar
2106,2024-08-20,2,Precisa melhorar
2107,2024-12-26,4,Bom desempenho
2107,2023-12-20,4,Regular
2107,2025-10-18,3,Excelente
2107,2024-12-08,5,Excelente
2108,2023-11-18,3,Excelente
2108,2024-04-12,3,Precisa melhorar
2108,2023-09-25,4,Bom desempenho
2108,2024-10-13,2,Regular
2108,2025-09-30,3,Bom desempenho
2109,2024-06-27,5,Excelente
2109,2024-06-18,3,Precisa melhorar
2109,2024-10-03,5,Excelente
2110,2025-01-16,4,Excelente
2110,2024-04-17,4,Excelente
2111,2024-07-14,4,Precisa melhorar
2111,2024-02-15,1,Excelente
2112,2024-04-16,1,Precisa melhorar
2112,2025-02-14,3,Excelente
2112,2025-06-26,4,Bom desempenho
2112,2023-08-28,1,Bom desempenho
2112,2023-02-14,3,Bom desempenho
2113,2024-03-16,5,Precisa melhorar
2113,2025-02-03,5,Bom desempenho
2113,2024-05-05,4,Excelente
2114,2025-10-16,5,Bom desempenho
2114,2025-02-05,3,Precisa melhorar
2114,2025-07-28,3,Precisa melhorar
2114,2025-05-12,5,Regular
2114,2025-03-22,4,Precisa melhorar
2115,2024-08-12,1,Precisa melhorar
2115,2025-04-18,3,Precisa melhorar
2115,2025-07-10,1,Precisa melhorar
2115,2024-06-07,5,Regular
2115,2025-01-29,3,Precisa melhorar
2116,2022-07-09,2,Regular
2116,2024-12-09,3,Excelente
2116,2024-01-19,4,Precisa melhorar
2117,2023-05-16,2,Precisa melhorar
2117,2023-03-10,3,Regular
2117,2023-04-14,1,Bom desempenho
2117,2024-01-24,3,Excelente
2118,2025-08-19,1,Bom desempenho
2118,2025-06-27,3,Excelente
2118,2025-03-30,1,Bom desempenho
2119,2024-08-29,3,Bom desempenho
2119,2025-02-02,3,Excelente
2119,2024-05-10,5,Regular
2120,2025-03-29,3,Regular
2120,2025-04-12,2,Excelente
2120,2024-10-08,3,Bom desempenho
2121,2022-08-02,1,Excelente
2121,2025-07-05,4,Precisa melhorar
2121,2023-06-28,1,Bom desempenho
2121,2022-12-03,5,Regular
2122,2023-10-31,5,Excelente
2122,2021-07-20,3,Excelente
2123,2025-01-01,1,Precisa melhorar
2123,2024-01-14,3,Precisa melhorar
2123,2023-09-28,1,Regular
2123,2023-06-06,1,Precisa melhorar
2124,2024-10-22,1,Excelente
2124,2025-04-02,3,Bom desempenho
2124,2024-09-11,1,Regular
2124,2025-05-29,4,Excelente
2124,2024-10-25,4,Precisa melhorar
2125,2022-10-01,2,Bom desempenho
2125,2025-06-25,5,Precisa melhorar
2125,2023-04-07,5,Regular
2126,2024-02-20,4,Excelente
2126,2025-09-13,1,Precisa melhorar
2126,2024-09-18,4,Bom desempenho
2127,2024-06-24,2,Bom desempenho
2127,2025-09-09,4,Excelente
2128,2024-06-18,5,Bom desempenho
2128,2022-02-14,2,Bom desempenho
2129,2025-10-05,2,Excelente
2129,2025-10-05,3,Regular
2129,2025-10-06,5,Excelente
2129,2025-09-30,3,Bom desempenho
2130,2024-10-28,4,Precisa melhorar
2130,2024-08-07,1,Regular
2130,2025-03-12,4,Regular
2130,2024-01-29,1,Excelente
2131,2025-06-25,4,Bom desempenho
2131,2025-03-09,1,Regular
2132,2024-02-14,4,Regular
2132,2025-10-19,1,Regular
2132,2024-10-01,3,Bom desempenho
2132,2024-10-27,5,Regular
2132,2025-07-04,2,Regular
2133,2023-10-17,3,Regular
2133,2024-01-05,1,Precisa melhorar
2133,2021-08-30,4,Precisa melhorar
2133,2022-03-01,3,Excelente
2134,2025-09-19,4,Precisa melhorar
2134,2025-10-17,2,Excelente
2134,2025-04-09,1,Precisa melhorar
2134,2025-04-24,3,Precisa melhorar
2134,2025-05-27,5,Bom desempenho
2135,2025-04-04,5,Precisa melhorar
2135,2023-05-09,3,Regular
2135,2024-12-23,1,Bom desempenho
2135,2022-12-16,1,Regular
2136,2025-06-22,4,Excelente
2136,2024-01-04,1,Excelente
2136,2024-05-31,3,Excelente
2136,2025-08-10,2,Excelente
2137,2025-04-16,1,Bom desempenho
2137,2025-01-08,2,Precisa melhorar
2138,2023-01-31,4,Precisa melhorar
2138,2022-12-30,1,Bom desempenho
2138,2022-10-02,3,Bom desempenho
2138,2022-10-03,5,Bom desempenho
2139,2025-05-28,5,Excelente
2139,2025-07-11,5,Precisa melhorar
2140,2023-07-05,3,Excelente
2140,2023-04-17,2,Bom desempenho
2140,2024-06-01,2,Precisa melhorar
2141,2025-01-26,1,Regular
2141,2025-10-07,2,Excelente
2141,2025-03-04,5,Precisa melhorar
2142,2023-05-07,5,Precisa melhorar
2142,2025-08-28,5,Precisa melhorar
2143,2024-07-24,3,Bom desempenho
2143,2024-01-30,4,Excelente
2143,2024-11-25,4,Excelente
2143,2025-07-17,5,Excelente
2143,2024-06-15,3,Bom desempenho
2144,2025-05-10,3,Excelente
2144,2022-11-30,3,Excelente
2144,2024-07-13,3,Excelente
2144,2023-07-21,1,Bom desempenho
2145,2025-01-31,4,Bom desempenho
2145,2025-04-01,1,Precisa melhorar
2145,2024-12-15,5,Excelente
2145,2025-08-04,4,Bom desempenho
2145,2025-01-21,1,Precisa melhorar
2146,2023-11-27,5,Excelente
2146,2024-05-19,5,Bom desempenho
2146,2024-04-27,5,Regular
2147,2024-03-03,5,Precisa melhorar
2147,2022-08-14,4,Precisa melhorar
2147,2024-03-13,1,Bom desempenho
2148,2024-02-14,1,Excelente
2148,2025-07-12,1,Bom desempenho
2148,2025-01-26,1,Bom desempenho
2149,2023-10-09,4,Bom desempenho
2149,2023-11-12,3,Precisa melhorar
2150,2025-10-09,5,Bom desempenho
2150,2025-10-24,2,Bom desempenho
2151,2024-07-03,2,Precisa melhorar
2151,2025-09-25,1,Regular
2151,2023-10-25,1,Bom desempenho
2151,2025-05-22,3,Precisa melhorar
2151,2023-10-10,1,Precisa melhorar
2152,2025-10-03,3,Bom desempenho
2152,2025-10-06,3,Precisa melhorar
2152,2025-10-23,2,Bom desempenho
2152,2025-09-23,2,Precisa melhorar
2152,2025-10-07,2,Bom desempenho
2153,2025-07-18,4,Regular
2153,2023-01-13,4,Excelente
2153,2024-05-09,2,Regular
2153,2021-10-11,3,Bom desempenho
2154,2024-12-25,4,Precisa melhorar
2154,2023-02-04,3,Bom desempenho
2154,2023-03-09,2,Precisa melhorar
2154,2022-12-05,4,Bom desempenho
2155,2022-04-08,2,Regular
2155,2024-03-31,3,Bom desempenho
2155,2024-09-12,2,Precisa melhorar
2156,2024-10-25,1,Bom desempenho
2156,2024-11-07,4,Precisa melhorar
2156,2025-05-06,2,Bom desempenho
2156,2025-02-07,5,Precisa melhorar
2156,2025-08-19,1,Excelente
2157,2022-10-01,2,Precisa melhorar
2157,2022-12-13,5,Regular
2158,2025-08-22,2,Bom desempenho
2158,2025-07-14,5,Regular
2158,2025-07-28,2,Bom desempenho
2159,2025-04-14,1,Regular
2159,2024-07-12,1,Excelente
2160,2024-11-15,4,Excelente
2160,2024-12-15,3,Precisa melhorar
2160,2024-03-22,3,Regular
2160,2024-08-15,3,Precisa melhorar
2160,2024-06-25,1,Excelente
2161,2025-02-15,1,Bom desempenho
2161,2023-05-16,1,Regular
2162,2025-06-10,2,Bom desempenho
2162,2025-05-03,1,Regular
2162,2025-09-24,2,Excelente
2162,2025-02-10,4,Regular
2163,2023-11-11,5,Excelente
2163,2023-06-15,3,Precisa melhorar
2163,2023-10-22,5,Precisa melhorar
2163,2023-10-10,3,Bom desempenho
2164,2025-07-24,5,Bom desempenho
2164,2022-07-11,2,Regular
2164,2025-06-26,5,Excelente
2165,2024-05-05,5,Precisa melhorar
2165,2025-04-15,2,Excelente
2165,2024-09-26,5,Excelente
2166,2025-03-14,5,Bom desempenho
2166,2024-04-07,4,Precisa melhorar
2166,2024-12-07,2,Precisa melhorar
2166,2025-10-11,1,Excelente
2166,2024-08-13,5,Excelente
2167,2024-11-24,4,Precisa melhorar
2167,2025-05-26,3,Excelente
2168,2024-12-04,3,Precisa melhorar
2168,2023-11-12,2,Regular
2168,2024-10-17,2,Bom desempenho
2168,2024-09-08,2,Excelente
2168,2024-02-09,4,Precisa melhorar
2169,2022-07-04,5,Excelente
2169,2025-06-02,3,Bom desempenho
2169,2025-05-31,1,Precisa melhorar
2169,2024-10-04,4,Regular
2169,2024-08-18,4,Precisa melhorar
2170,2025-04-21,4,Precisa melhorar
2170,2025-06-25,1,Bom desempenho
2170,2025-07-24,1,Excelente
2170,2025-09-18,4,Precisa melhorar
2171,2025-08-15,5,Excelente
2171,2025-02-05,4,Regular
2171,2025-10-25,3,Excelente
2172,2024-09-09,2,Excelente
2172,2022-08-23,5,Bom desempenho
2172,2024-05-13,5,Regular
2172,2024-02-29,3,Bom desempenho
2173,2023-12-18,2,Excelente
2173,2025-09-18,5,Bom desempenho
2174,2023-11-12,4,Bom desempenho
2174,2022-01-14,5,Bom desempenho
2174,2022-03-31,2,Precisa melhorar
2174,2022-04-07,1,Precisa melhorar
2174,2023-10-13,3,Excelente
2175,2025-07-24,2,Precisa melhorar
2175,2025-03-14,1,Regular
2175,2025-06-22,2,Regular
2175,2025-04-29,5,Regular
2176,2024-04-22,3,Excelente
2176,2023-09-12,2,Regular
2176,2023-11-13,2,Bom desempenho
2177,2021-10-04,2,Regular
2177,2022-09-13,1,Precisa melhorar
2178,2025-09-29,5,Excelente
2178,2025-10-17,1,Precisa melhorar
2178,2025-10-03,2,Precisa melhorar
2178,2025-10-04,4,Excelente
2179,2024-07-09,4,Regular
2179,2022-06-13,4,Bom desempenho
2179,2023-10-21,1,Bom desempenho
2179,2022-04-26,2,Precisa melhorar
2179,2025-09-26,1,Excelente
2180,2025-09-21,2,Bom desempenho
2180,2025-09-19,2,Regular
2180,2025-07-27,1,Precisa melhorar
2181,2024-02-04,4,Bom desempenho
2181,2023-11-12,1,Precisa melhorar
2181,2024-02-18,4,Regular
2182,2024-02-24,2,Excelente
2182,2025-09-11,2,Excelente
2182,2023-08-02,4,Bom desempenho
2183,2024-10-04,2,Regular
2183,2025-08-20,2,Excelente
2183,2023-12-05,2,Precisa melhorar
2183,2023-11-23,4,Regular
2183,2024-12-09,2,Bom desempenho
2184,2025-04-15,2,Regular
2184,2023-12-22,5,Precisa melhorar
2184,2025-08-24,1,Excelente
2184,2024-03-15,3,Excelente
2184,2023-03-17,4,Excelente
2185,2025-08-26,3,Excelente
2185,2023-09-24,3,Bom desempenho
2185,2025-05-23,1,Bom desempenho
2185,2025-08-23,5,Precisa melhorar
2185,2024-01-07,1,Regular
2186,2025-05-07,5,Precisa melhorar
2186,2025-08-12,1,Bom desempenho
2187,2024-12-10,3,Precisa melhorar
2187,2024-12-15,4,Precisa melhorar
2187,2023-12-04,5,Regular
2188,2022-05-19,2,Regular
2188,2023-01-11,4,Precisa melhorar
2188,2022-02-23,5,Bom desempenho
2189,2025-08-10,2,Excelente
2189,2023-03-13,1,Precisa melhorar
2189,2025-03-23,2,Regular
2190,2024-02-29,4,Bom desempenho
2190,2023-01-16,5,Regular
2190,2024-11-15,1,Excelente
2191,2023-06-10,2,Excelente
2191,2023-05-05,5,Regular
2191,2023-10-21,2,Bom desempenho
2191,2024-01-30,4,Bom desempenho
2192,2025-06-23,2,Precisa melhorar
2192,2025-06-05,4,Precisa melhorar
2193,2023-09-01,1,Precisa melhorar
2193,2024-10-23,3,Regular
2193,2021-02-05,2,Excelente
2194,2025-09-22,5,Precisa melhorar
2194,2025-08-12,5,Bom desempenho
2194,2025-08-04,4,Precisa melhorar
2195,2024-08-31,1,Excelente
2195,2024-06-04,1,Regular
2195,2024-09-23,2,Bom desempenho
2195,2025-06-29,2,Excelente
2196,2025-08-15,5,Bom desempenho
2196,2025-09-19,4,Bom desempenho
2196,2025-01-23,3,Excelente
2196,2025-07-09,1,Precisa melhorar
2197,2025-01-23,4,Precisa melhorar
2197,2025-01-27,2,Bom desempenho
2198,2023-01-02,5,Precisa melhorar
2198,2023-08-28,3,Precisa melhorar
2198,2024-03-05,3,Precisa melhorar
2199,2025-04-14,3,Excelente
2199,2021-12-02,2,Excelente
2199,2021-07-25,3,Excelente
2200,2025-09-30,4,Bom desempenho
2200,2022-08-04,3,Excelente
2201,2025-04-26,2,Excelente
2201,2025-05-13,2,Excelente
2202,2024-09-29,3,Bom desempenho
2202,2025-10-19,3,Regular
2202,2024-12-14,3,Bom desempenho
2202,2025-08-07,5,Precisa melhorar
2202,2023-11-20,2,Regular
2203,2025-04-10,5,Bom desempenho
2203,2025-05-17,4,Regular
2203,2025-08-08,1,Excelente
2203,2025-10-27,4,Regular
2203,2025-04-29,4,Regular
2204,2023-12-12,5,Bom desempenho
2204,2024-09-06,1,Excelente
2205,2025-01-25,5,Precisa melhorar
2205,2025-09-11,5,Excelente
2205,2025-02-18,2,Precisa melhorar
2205,2025-01-28,3,Excelente
2206,2022-10-19,3,Excelente
2206,2022-11-03,2,Bom desempenho
2206,2025-09-25,3,Bom desempenho
2207,2024-03-13,2,Excelente
2207,2024-06-02,5,Precisa melhorar
2208,2025-05-18,5,Bom desempenho
2208,2025-08-22,4,Bom desempenho
2208,2025-06-03,3,Precisa melhorar
2209,2025-10-10,4,Bom desempenho
2209,2025-08-19,2,Regular
2209,2025-05-26,3,Precisa melhorar
2209,2025-03-24,1,Regular
2210,2025-01-16,3,Regular
2210,2025-05-07,1,Bom desempenho
2210,2025-03-25,4,Excelente
2210,2024-07-05,3,Regular
2211,2022-11-10,1,Bom desempenho
2211,2023-11-17,2,Excelente
2211,2022-12-27,3,Bom desempenho
2212,2025-10-24,2,Excelente
2212,2025-05-06,4,Precisa melhorar
2212,2025-02-06,5,Regular
2212,2025-09-05,1,Excelente
2213,2024-05-23,3,Precisa melhorar
2213,2023-05-21,2,Regular
2213,2023-05-11,1,Precisa melhorar
2213,2023-03-07,2,Bom desempenho
2214,2025-10-19,5,Regular
2214,2025-07-11,2,Regular
2215,2025-10-11,2,Precisa melhorar
2215,2025-01-31,2,Bom desempenho
2215,2025-08-27,3,Regular
2216,2024-04-20,1,Excelente
2216,2024-05-07,3,Bom desempenho
2216,2022-03-08,4,Excelente
2216,2022-10-26,4,Precisa melhorar
2217,2025-07-23,3,Regular
2217,2024-11-22,3,Excelente
2217,2022-05-30,1,Bom desempenho
2217,2024-10-04,2,Regular
2217,2025-03-04,5,Precisa melhorar
2218,2024-04-18,2,Precisa melhorar
2218,2025-08-21,2,Regular
2218,2025-09-10,1,Regular
2218,2023-03-16,4,Bom desempenho
2218,2024-04-08,5,Excelente
2219,2025-01-23,2,Bom desempenho
2219,2025-05-03,4,Regular
2219,2025-07-22,2,Precisa melhorar
2219,2024-01-25,2,Excelente
2219,2023-12-29,2,Precisa melhorar
2220,2025-03-03,2,Precisa melhorar
2220,2024-07-14,4,Regular
2220,2025-08-05,3,Precisa melhorar
2221,2025-08-28,4,Precisa melhorar
2221,2024-08-11,1,Regular
2221,2022-07-17,3,Precisa melhorar
2221,2024-01-21,1,Bom desempenho
2221,2022-11-25,4,Bom desempenho
2222,2025-05-18,4,Excelente
2222,2024-09-06,2,Excelente
2222,2023-10-31,3,Precisa melhorar
2222,2024-08-06,5,Regular
2222,2025-03-19,1,Excelente
2223,2025-10-21,3,Excelente
2223,2022-08-22,4,Excelente
2223,2024-03-04,3,Regular
2223,2022-06-17,3,Bom desempenho
2223,2024-02-07,4,Precisa melhorar
2224,2025-10-08,5,Bom desempenho
2224,2025-10-26,2,Regular
2224,2025-10-08,4,Excelente
2224,2025-10-12,5,Bom desempenho
2224,2025-10-16,3,Regular
2225,2025-04-24,5,Excelente
2225,2025-09-01,4,Excelente
2225,2025-05-25,5,Bom desempenho
2225,2025-06-16,1,Regular
2226,2025-08-03,2,Precisa melhorar
2226,2025-09-20,2,Regular
2226,2025-10-07,1,Bom desempenho
2226,2025-07-26,1,Precisa melhorar
2226,2025-05-25,2,Precisa melhorar
2227,2024-10-31,3,Precisa melhorar
2227,2024-06-12,4,Excelente
2227,2024-11-18,3,Regular
2228,2023-10-22,5,Regular
2228,2025-10-02,4,Precisa melhorar
2228,2024-11-10,3,Regular
2229,2025-09-12,3,Excelente
2229,2025-08-03,4,Excelente
2230,2025-08-01,5,Precisa melhorar
2230,2025-05-28,2,Bom desempenho
2230,2025-07-30,5,Excelente
2231,2025-03-31,5,Precisa melhorar
2231,2024-08-30,4,Regular
2231,2025-02-18,1,Precisa melhorar
2232,2025-10-09,2,Precisa melhorar
2232,2025-05-12,3,Regular
2232,2024-02-14,4,Excelente
2232,2025-02-07,1,Excelente
2232,2024-12-17,1,Excelente
2233,2024-02-16,5,Precisa melhorar
2233,2023-02-01,3,Bom desempenho
2234,2024-11-10,4,Precisa melhorar
2234,2024-05-24,4,Precisa melhorar
2235,2023-11-19,3,Regular
2235,2023-04-16,3,Precisa melhorar
2235,2023-11-21,4,Precisa melhorar
2235,2022-11-16,1,Precisa melhorar
2235,2022-06-09,2,Excelente
2236,2024-04-12,2,Excelente
2236,2025-01-16,2,Precisa melhorar
2237,2024-07-31,3,Bom desempenho
2237,2024-09-23,1,Bom desempenho
2237,2025-04-18,5,Regular
2238,2024-08-08,1,Precisa melhorar
2238,2022-02-22,3,Bom desempenho
2238,2022-12-02,1,Bom desempenho
2239,2023-04-25,3,Precisa melhorar
2239,2023-11-12,2,Excelente
2239,2023-08-07,2,Excelente
2240,2025-06-23,1,Regular
2240,2025-05-28,3,Precisa melhorar
2240,2025-09-08,2,Excelente
2240,2025-08-14,3,Excelente
2240,2025-08-22,4,Precisa melhorar
2241,2024-07-04,5,Excelente
2241,2021-10-18,3,Bom desempenho
2241,2025-06-01,4,Precisa melhorar
2242,2022-08-03,5,Regular
2242,2023-10-05,4,Excelente
2242,2025-03-10,3,Regular
2242,2024-01-27,5,Excelente
2243,2024-08-02,5,Precisa melhorar
2243,2024-03-06,1,Precisa melhorar
2243,2025-05-17,1,Precisa melhorar
2243,2024-11-30,2,Regular
2244,2025-08-10,3,Excelente
2244,2025-06-26,5,Precisa melhorar
2244,2025-06-22,3,Excelente
2244,2025-07-06,3,Precisa melhorar
2244,2025-09-09,1,Bom desempenho
2245,2025-10-15,5,Precisa melhorar
2245,2025-02-02,5,Regular
2245,2025-05-26,4,Excelente
2245,2025-09-12,4,Excelente
2245,2024-12-28,5,Precisa melhorar
2246,2025-09-18,3,Bom desempenho
2246,2024-09-07,5,Bom desempenho
2246,2025-03-02,1,Precisa melhorar
2246,2025-06-07,5,Precisa melhorar
2247,2023-09-17,3,Bom desempenho
2247,2025-05-26,5,Excelente
2247,2024-09-28,2,Regular
2247,2025-08-20,5,Excelente
2248,2025-10-05,5,Regular
2248,2025-07-20,3,Bom desempenho
2249,2025-08-23,3,Regular
2249,2024-10-08,4,Excelente
2249,2024-10-19,2,Bom desempenho
2250,2025-01-24,5,Regular
2250,2024-12-14,5,Bom desempenho
2250,2024-06-02,2,Excelente
2250,2025-07-08,4,Precisa melhorar
2250,2025-05-04,5,Bom desempenho
2251,2024-11-04,4,Regular
2251,2023-09-24,3,Bom desempenho
2251,2023-04-30,3,Bom desempenho
2252,2025-04-14,1,Regular
2252,2025-07-15,2,Precisa melhorar
2252,2024-08-29,2,Bom desempenho
2252,2025-06-09,1,Regular
2252,2022-09-26,1,Bom desempenho
2253,2023-05-10,1,Excelente
2253,2021-12-23,1,Precisa melhorar
2253,2023-10-10,4,Excelente
2253,2024-07-26,5,Bom desempenho
2253,2022-12-10,4,Excelente
2254,2023-10-18,4,Regular
2254,2025-09-26,4,Bom desempenho
2254,2024-08-27,1,Excelente
2254,2025-05-31,1,Regular
2255,2025-08-31,5,Regular
2255,2025-09-17,5,Regular
2255,2025-08-21,1,Precisa melhorar
2256,2024-11-05,5,Bom desempenho
2256,2025-03-22,5,Precisa melhorar
2256,2024-10-18,3,Excelente
2256,2021-10-09,2,Bom desempenho
2256,2025-10-24,1,Regular
2257,2025-02-22,2,Regular
2257,2024-05-08,2,Regular
2257,2022-12-23,3,Excelente
2258,2025-07-14,4,Bom desempenho
2258,2023-02-25,3,Excelente
2258,2024-01-27,1,Excelente
2258,2024-11-21,1,Regular
2258,2025-09-17,3,Bom desempenho
2259,2024-09-23,5,Precisa melhorar
2259,2025-01-08,5,Bom desempenho
2259,2022-10-31,5,Bom desempenho
2259,2022-10-09,5,Excelente
2259,2025-02-08,2,Precisa melhorar
2260,2023-08-24,1,Excelente
2260,2022-07-25,2,Precisa melhorar
2260,2023-04-02,1,Bom desempenho
2260,2024-06-17,4,Bom desempenho
2260,2022-11-29,3,Excelente
2261,2024-05-18,1,Excelente
2261,2024-09-13,4,Bom desempenho
2261,2025-07-21,3,Regular
2261,2024-05-24,3,Bom desempenho
2261,2024-04-05,5,Excelente
2262,2023-02-06,2,Regular
2262,2025-04-18,5,Excelente
2262,2024-01-17,3,Bom desempenho
2262,2022-12-31,3,Regular
2262,2023-02-19,4,Excelente
2263,2022-07-18,3,Excelente
2263,2025-07-29,2,Regular
2263,2023-12-24,1,Excelente
2263,2025-08-26,1,Regular
2264,2024-09-17,3,Precisa melhorar
2264,2024-08-03,5,Precisa melhorar
2264,2023-11-02,2,Precisa melhorar
2264,2025-07-24,5,Excelente
2264,2025-02-03,3,Precisa melhorar
2265,2025-03-16,1,Excelente
2265,2025-05-06,4,Bom desempenho
2266,2025-09-30,1,Excelente
2266,2025-10-12,4,Bom desempenho
2266,2025-10-24,2,Bom desempenho
2266,2025-10-04,2,Excelente
2266,2025-10-02,3,Excelente
2267,2025-07-27,2,Regular
2267,2025-10-14,1,Bom desempenho
2267,2025-07-17,3,Regular
2267,2025-10-11,2,Bom desempenho
2267,2025-09-29,1,Excelente
2268,2024-09-26,5,Bom desempenho
2268,2024-05-20,4,Bom desempenho
2268,2025-06-18,5,Bom desempenho
2268,2025-07-27,2,Regular
2268,2025-09-02,3,Excelente
2269,2025-09-07,5,Bom desempenho
2269,2025-05-16,3,Regular
2269,2025-09-16,1,Bom desempenho
2270,2025-01-13,3,Excelente
2270,2025-03-20,5,Bom desempenho
2270,2024-12-17,1,Excelente
2270,2024-12-15,1,Regular
2271,2023-11-10,1,Precisa melhorar
2271,2025-10-09,5,Bom desempenho
2271,2022-01-16,5,Regular
2271,2023-10-01,2,Excelente
2272,2025-09-07,4,Excelente
2272,2025-06-11,4,Regular
2272,2023-10-22,5,Bom desempenho
2272,2024-06-27,5,Precisa melhorar
2273,2025-09-09,4,Excelente
2273,2024-10-08,1,Regular
2273,2025-04-23,5,Precisa melhorar
2273,2025-06-21,3,Excelente
2273,2025-06-17,2,Bom desempenho
2274,2023-12-28,3,Bom desempenho
2274,2023-11-07,2,Regular
2274,2024-04-17,3,Excelente
2274,2024-01-16,5,Precisa melhorar
2274,2025-05-02,2,Regular
2275,2022-09-11,3,Regular
2275,2021-12-05,4,Precisa melhorar
2275,2024-02-19,2,Excelente
2275,2021-11-26,2,Precisa melhorar
2276,2024-07-08,1,Regular
2276,2022-04-25,3,Regular
2277,2022-11-28,4,Regular
2277,2022-06-28,1,Excelente
2278,2024-10-08,1,Bom desempenho
2278,2025-06-02,4,Excelente
2278,2025-10-21,5,Excelente
2279,2023-06-02,3,Regular
2279,2023-05-02,4,Precisa melhorar
2279,2021-12-01,3,Regular
2279,2025-01-22,1,Regular
2279,2023-08-11,2,Precisa melhorar
2280,2025-10-05,2,Precisa melhorar
2280,2025-09-30,1,Precisa melhorar
2281,2024-11-17,4,Regular
2281,2023-08-23,4,Bom desempenho
2281,2024-09-20,2,Bom desempenho
2281,2023-03-19,2,Bom desempenho
2282,2024-04-24,5,Regular
2282,2024-01-05,3,Regular
2282,2025-02-08,5,Precisa melhorar
2282,2022-06-11,1,Bom desempenho
2282,2023-09-13,2,Regular
2283,2023-08-04,5,Bom desempenho
2283,2024-12-11,3,Regular
2284,2025-02-25,3,Excelente
2284,2023-01-22,1,Precisa melhorar
2284,2023-06-27,2,Excelente
2284,2022-09-28,2,Regular
2285,2021-08-10,5,Excelente
2285,2022-09-18,2,Regular
2286,2024-01-17,3,Bom desempenho
2286,2023-03-06,1,Regular
2286,2023-05-21,4,Regular
2286,2025-06-06,1,Precisa melhorar
2286,2024-02-02,3,Excelente
2287,2024-01-22,2,Bom desempenho
2287,2024-04-15,1,Bom desempenho
2287,2025-03-05,5,Excelente
2288,2023-11-09,1,Excelente
2288,2024-10-24,1,Excelente
2288,2025-09-12,2,Bom desempenho
2288,2023-09-30,5,Excelente
2289,2025-04-09,5,Precisa melhorar
2289,2025-04-19,5,Bom desempenho
2289,2025-02-25,5,Bom desempenho
2289,2025-06-28,5,Bom desempenho
2290,2024-03-27,4,Excelente
2290,2024-09-03,5,Bom desempenho
2290,2024-08-26,4,Regular
2290,2024-08-03,1,Regular
2291,2025-03-18,5,Excelente
2291,2024-08-11,2,Precisa melhorar
2291,2022-06-13,5,Bom desempenho
2291,2024-01-06,3,Bom desempenho
2292,2025-08-22,4,Precisa melhorar
2292,2024-06-29,1,Precisa melhorar
2292,2025-09-26,4,Bom desempenho
2293,2025-08-20,2,Excelente
2293,2025-08-27,5,Excelente
2293,2025-10-17,1,Precisa melhorar
2293,2025-07-23,5,Regular
2293,2025-08-06,3,Excelente
2294,2023-07-06,5,Precisa melhorar
2294,2024-09-07,4,Regular
2294,2022-08-19,5,Bom desempenho
2294,2024-02-19,2,Excelente
2294,2021-09-01,2,Regular
2295,2024-04-10,3,Excelente
2295,2024-07-01,4,Precisa melhorar
2295,2023-08-17,4,Precisa melhorar
2295,2023-04-06,3,Excelente
2296,2024-05-18,3,Precisa melhorar
2296,2024-08-22,1,Bom desempenho
2296,2025-10-04,4,Precisa melhorar
2296,2024-08-13,1,Bom desempenho
2297,2025-10-19,5,Precisa melhorar
2297,2025-09-04,2,Regular
2297,2025-10-16,2,Excelente
2297,2025-09-14,3,Bom desempenho
2297,2025-10-11,1,Bom desempenho
2298,2024-06-22,2,Regular
2298,2023-10-15,4,Regular
2298,2022-09-15,5,Regular
2298,2024-09-16,5,Bom desempenho
2298,2024-03-23,3,Excelente
2299,2024-10-28,2,Bom desempenho
2299,2025-08-26,1,Excelente
2299,2025-02-07,1,Regular
2299,2025-02-19,5,Excelente
2299,2025-07-05,1,Bom desempenho
2300,2025-10-23,1,Precisa melhorar
2300,2025-10-25,4,Precisa melhorar
2300,2025-09-23,2,Excelente
2300,2025-09-11,1,Excelente
2301,2024-09-06,5,Precisa melhorar
2301,2025-10-15,4,Regular
2301,2024-05-12,4,Bom desempenho
2302,2022-07-16,2,Excelente
2302,2023-06-06,3,Precisa melhorar
2302,2023-11-23,5,Bom desempenho
2302,2025-05-21,1,Precisa melhorar
2302,2024-12-09,1,Excelente
2303,2024-12-11,2,Regular
2303,2024-07-08,1,Regular
2304,2025-09-12,1,Excelente
2304,2025-02-14,1,Regular
2304,2022-11-04,4,Regular
2305,2025-06-06,3,Bom desempenho
2305,2025-08-12,1,Regular
2306,2022-09-10,5,Bom desempenho
